Date,Home,Away,HG,AG,Res
21/1/2023,Birmingham City,Preston North End,1,2,A
21/1/2023,Sheffield United,Hull City,1,0,H
21/1/2023,Wigan Athletic,Luton Town,0,2,A
21/1/2023,Cardiff City,Millwall,0,1,A
3/1/2023,Queens Park Rangers,Sheffield United,1,1,D
2/1/2023,Wigan Athletic,Hull City,1,4,A
2/1/2023,West Bromwich Albion,Reading,1,0,H
2/1/2023,Swansea City,Burnley,1,2,A
2/1/2023,Birmingham City,Middlesbrough,1,3,A
2/1/2023,Stoke City,Preston North End,0,1,A
2/1/2023,Norwich City,Watford,0,1,A
1/1/2023,Millwall,Rotherham United,3,0,H
1/1/2023,Huddersfield Town,Luton Town,1,2,A
1/1/2023,Coventry City,Bristol City,1,1,D
1/1/2023,Blackpool,Sunderland,1,1,D
1/1/2023,Blackburn Rovers,Cardiff City,1,0,H
28/12/2022,Burnley,Birmingham City,3,0,H
28/12/2022,Reading,Swansea City,2,1,H
27/12/2022,Luton Town,Norwich City,2,1,H
27/12/2022,Cardiff City,Queens Park Rangers,0,0,D
26/12/2022,Middlesbrough,Wigan Athletic,4,1,H
26/12/2022,Sheffield United,Coventry City,3,1,H
26/12/2022,Rotherham United,Stoke City,2,2,D
26/12/2022,Sunderland,Blackburn Rovers,2,1,H
26/12/2022,Preston North End,Huddersfield Town,1,2,A
26/12/2022,Hull City,Blackpool,1,1,D
26/12/2022,Bristol City,West Bromwich Albion,0,2,A
26/12/2022,Watford,Millwall,0,2,A
13/12/2022,Sunderland,West Bromwich Albion,1,2,A
11/12/2022,Watford,Hull City,0,0,D
11/12/2022,Queens Park Rangers,Burnley,0,3,A
10/12/2022,Stoke City,Cardiff City,2,2,D
10/12/2022,Middlesbrough,Luton Town,2,1,H
10/12/2022,Sheffield United,Huddersfield Town,1,0,H
10/12/2022,Millwall,Wigan Athletic,1,1,D
10/12/2022,Reading,Coventry City,1,0,H
10/12/2022,Rotherham United,Bristol City,1,3,A
10/12/2022,Blackburn Rovers,Preston North End,1,4,A
10/12/2022,Swansea City,Norwich City,0,1,A
10/12/2022,Blackpool,Birmingham City,0,0,D
9/11/2022,Coventry City,Wigan Athletic,2,0,H
5/11/2022,Sheffield United,Burnley,5,2,H
5/11/2022,Swansea City,Wigan Athletic,2,2,D
5/11/2022,Stoke City,Birmingham City,1,2,A
5/11/2022,Rotherham United,Norwich City,1,2,A
5/11/2022,Middlesbrough,Bristol City,1,1,D
5/11/2022,Blackburn Rovers,Huddersfield Town,1,0,H
5/11/2022,Reading,Preston North End,1,2,A
5/11/2022,Watford,Coventry City,0,1,A
5/11/2022,Sunderland,Cardiff City,0,1,A
5/11/2022,Queens Park Rangers,West Bromwich Albion,0,1,A
5/11/2022,Millwall,Hull City,0,0,D
5/11/2022,Blackpool,Luton Town,0,1,A
29/10/2022,Norwich City,Stoke City,3,1,H
29/10/2022,Preston North End,Middlesbrough,2,1,H
29/10/2022,Burnley,Reading,2,1,H
29/10/2022,Birmingham City,Queens Park Rangers,2,0,H
29/10/2022,Luton Town,Sunderland,1,1,D
29/10/2022,Huddersfield Town,Millwall,1,0,H
29/10/2022,Coventry City,Blackpool,1,2,A
29/10/2022,Cardiff City,Rotherham United,1,0,H
29/10/2022,Bristol City,Swansea City,1,1,D
29/10/2022,Wigan Athletic,Watford,0,1,A
29/10/2022,Hull City,Blackburn Rovers,0,1,A
29/10/2022,West Bromwich Albion,Sheffield United,0,2,A
26/10/2022,Coventry City,Rotherham United,2,2,D
20/10/2022,Millwall,Watford,3,0,H
20/10/2022,Queens Park Rangers,Cardiff City,3,0,H
20/10/2022,Wigan Athletic,Middlesbrough,1,4,A
20/10/2022,Coventry City,Sheffield United,1,0,H
20/10/2022,Blackpool,Hull City,1,3,A
20/10/2022,Birmingham City,Burnley,1,1,D
19/10/2022,Swansea City,Reading,3,2,H
19/10/2022,Blackburn Rovers,Sunderland,2,0,H
19/10/2022,West Bromwich Albion,Bristol City,0,2,A
19/10/2022,Stoke City,Rotherham United,0,1,A
19/10/2022,Norwich City,Luton Town,0,1,A
19/10/2022,Huddersfield Town,Preston North End,0,1,A
9/10/2022,Huddersfield Town,Hull City,2,0,H
8/10/2022,Stoke City,Sheffield United,3,1,H
8/10/2022,Blackpool,Watford,3,1,H
8/10/2022,Blackburn Rovers,Rotherham United,3,0,H
8/10/2022,Birmingham City,Bristol City,3,0,H
8/10/2022,Swansea City,Sunderland,2,1,H
8/10/2022,Norwich City,Preston North End,2,3,A
8/10/2022,Millwall,Middlesbrough,2,0,H
8/10/2022,Queens Park Rangers,Reading,2,1,H
8/10/2022,Wigan Athletic,Cardiff City,1,3,A
8/10/2022,West Bromwich Albion,Luton Town,0,0,D
8/10/2022,Coventry City,Burnley,0,1,A
2/10/2022,Stoke City,Watford,0,4,A
1/10/2022,Reading,Huddersfield Town,3,1,H
1/10/2022,West Bromwich Albion,Swansea City,2,3,A
1/10/2022,Blackburn Rovers,Millwall,2,1,H
1/10/2022,Sheffield United,Birmingham City,1,1,D
1/10/2022,Coventry City,Middlesbrough,1,0,H
1/10/2022,Cardiff City,Burnley,1,1,D
1/10/2022,Bristol City,Queens Park Rangers,1,2,A
1/10/2022,Sunderland,Preston North End,0,0,D
1/10/2022,Rotherham United,Wigan Athletic,0,2,A
1/10/2022,Blackpool,Norwich City,0,1,A
1/10/2022,Hull City,Luton Town,0,2,A
15/9/2022,Rotherham United,Blackpool,3,0,H
15/9/2022,Norwich City,Bristol City,3,2,H
15/9/2022,West Bromwich Albion,Birmingham City,2,3,A
15/9/2022,Luton Town,Coventry City,2,2,D
15/9/2022,Reading,Sunderland,0,3,A
15/9/2022,Millwall,Queens Park Rangers,0,2,A
14/9/2022,Middlesbrough,Cardiff City,2,3,A
14/9/2022,Blackburn Rovers,Watford,2,0,H
14/9/2022,Preston North End,Burnley,1,1,D
14/9/2022,Huddersfield Town,Wigan Athletic,1,2,A
14/9/2022,Swansea City,Sheffield United,0,1,A
14/9/2022,Hull City,Stoke City,0,3,A
6/9/2022,Middlesbrough,Sunderland,1,0,H
4/9/2022,Reading,Stoke City,2,1,H
4/9/2022,Hull City,Sheffield United,0,2,A
4/9/2022,Huddersfield Town,Blackpool,0,1,A
3/9/2022,Norwich City,Coventry City,3,0,H
3/9/2022,Millwall,Cardiff City,2,0,H
3/9/2022,Blackburn Rovers,Bristol City,2,3,A
3/9/2022,Swansea City,Queens Park Rangers,1,0,H
3/9/2022,Rotherham United,Watford,1,1,D
3/9/2022,Luton Town,Wigan Athletic,1,2,A
3/9/2022,West Bromwich Albion,Burnley,1,1,D
3/9/2022,Preston North End,Birmingham City,0,1,A
27/8/2022,Hull City,Coventry City,3,2,H
27/8/2022,Blackpool,Bristol City,3,3,D
27/8/2022,Watford,Queens Park Rangers,2,3,A
27/8/2022,Rotherham United,Birmingham City,2,0,H
27/8/2022,Middlesbrough,Swansea City,2,1,H
27/8/2022,Huddersfield Town,West Bromwich Albion,2,2,D
27/8/2022,Wigan Athletic,Burnley,1,5,A
27/8/2022,Luton Town,Sheffield United,1,1,D
27/8/2022,Millwall,Reading,0,1,A
27/8/2022,Cardiff City,Preston North End,0,0,D
27/8/2022,Blackburn Rovers,Stoke City,0,1,A
27/8/2022,Sunderland,Norwich City,0,1,A
18/8/2022,Reading,Blackburn Rovers,3,0,H
18/8/2022,Sheffield United,Sunderland,2,1,H
18/8/2022,Stoke City,Middlesbrough,2,2,D
18/8/2022,West Bromwich Albion,Cardiff City,0,0,D
17/8/2022,Swansea City,Millwall,2,2,D
17/8/2022,Norwich City,Huddersfield Town,2,1,H
17/8/2022,Bristol City,Luton Town,2,0,H
17/8/2022,Burnley,Hull City,1,1,D
17/8/2022,Birmingham City,Watford,1,1,D
17/8/2022,Queens Park Rangers,Blackpool,0,1,A
17/8/2022,Preston North End,Rotherham United,0,0,D
9/8/2022,West Bromwich Albion,Watford,1,1,D
6/8/2022,Queens Park Rangers,Middlesbrough,3,2,H
6/8/2022,Stoke City,Blackpool,2,0,H
6/8/2022,Sheffield United,Millwall,2,0,H
6/8/2022,Reading,Cardiff City,2,1,H
6/8/2022,Bristol City,Sunderland,2,3,A
6/8/2022,Birmingham City,Huddersfield Town,2,1,H
6/8/2022,Burnley,Luton Town,1,1,D
6/8/2022,Norwich City,Wigan Athletic,1,1,D
6/8/2022,Swansea City,Blackburn Rovers,0,3,A
6/8/2022,Preston North End,Hull City,0,0,D
