Date,Home,Away,HG,AG,Res
7/4/2023,Watford,Huddersfield Town,2,3,A
8/4/2023,Sunderland,Hull City,4,4,D
8/4/2023,Middlesbrough,Burnley,1,2,A
10/4/2023,Huddersfield Town,Blackburn Rovers,2,2,D
10/4/2023,Birmingham City,Stoke City,0,0,D
10/4/2023,Cardiff City,Sunderland,0,1,A
10/4/2023,Coventry City,Watford,2,2,D
10/4/2023,Hull City,Millwall,1,0,H
10/4/2023,Luton Town,Blackpool,3,1,H
10/4/2023,Norwich City,Rotherham United,0,0,D
10/4/2023,Preston North End,Reading,2,1,H
10/4/2023,West Bromwich Albion,Queens Park Rangers,2,2,D
10/4/2023,Wigan Athletic,Swansea City,0,2,A
11/4/2023,Bristol City,Middlesbrough,2,2,D
11/4/2023,Burnley,Sheffield United,2,0,H
19/4/2023,Blackpool,West Bromwich Albion,0,2,A
19/4/2023,Rotherham United,Burnley,2,2,D
19/4/2023,Sheffield United,Bristol City,1,0,H
19/4/2023,Stoke City,Wigan Athletic,0,1,A
19/4/2023,Sunderland,Huddersfield Town,1,1,D
19/4/2023,Millwall,Birmingham City,0,1,A
20/4/2023,Blackburn Rovers,Coventry City,1,1,D
20/4/2023,Queens Park Rangers,Norwich City,1,1,D
20/4/2023,Swansea City,Preston North End,4,2,H
20/4/2023,Watford,Cardiff City,1,3,A
20/4/2023,Middlesbrough,Hull City,3,1,H
20/4/2023,Reading,Luton Town,1,1,D
