Date,Home,Away,HG,AG,Res,prediction,Hit?,odds,AvgH,AvgD,AvgA,Better,Asian_res,Asian_hit
24/1/2021,Atlas,U.A.N.L.- Tigres,0,2,U.A.N.L.- Tigres,U.A.N.L.- Tigres,1,1.17,3.33,3.23,2.17,U.A.N.L.- Tigres,U.A.N.L.- Tigres,1
24/1/2021,Toluca,Necaxa,2,0,Toluca,Toluca,1,1.13,2.13,3.3,3.35,Toluca,Toluca,1
25/1/2021,Queretaro,U.N.A.M.- Pumas,2,0,Queretaro,U.N.A.M.- Pumas,0,-1,2.17,3.21,3.37,Queretaro,Queretaro,0
26/1/2021,Pachuca,Cruz Azul,0,1,Cruz Azul,Draw,0,-1,1.9,3.31,4.17,Pachuca,Draw,-1
27/1/2021,Club America,Juarez,2,0,Club America,Club America,1,1.0,2.0,3.19,3.9,Club America,Club America,1
29/1/2021,U.A.N.L.- Tigres,Necaxa,1,1,Draw,U.A.N.L.- Tigres,0,-1,1.59,3.6,6.14,U.A.N.L.- Tigres,U.A.N.L.- Tigres,1
30/1/2021,Mazatlan FC,Pachuca,1,0,Mazatlan FC,Pachuca,0,-1,3.4,3.22,2.15,Pachuca,Draw,0
31/1/2021,Guadalajara Chivas,Juarez,1,2,Juarez,Guadalajara Chivas,0,-1,1.96,3.3,3.88,Guadalajara Chivas,Draw,0
31/1/2021,Cruz Azul,Queretaro,4,1,Cruz Azul,Cruz Azul,1,0.73,1.73,3.56,4.7,Cruz Azul,Cruz Azul,1
31/1/2021,Club Tijuana,Toluca,3,2,Club Tijuana,Toluca,0,-1,1.87,3.65,3.84,Club Tijuana,Club Tijuana,0
31/1/2021,U.N.A.M.- Pumas,Atlas,0,0,Draw,U.N.A.M.- Pumas,0,-1,2.71,3.0,2.72,U.N.A.M.- Pumas,U.N.A.M.- Pumas,1
1/2/2021,Santos Laguna,Club America,1,1,Draw,Santos Laguna,0,-1,2.03,3.42,3.51,Santos Laguna,Santos Laguna,1
2/2/2021,Club Leon,Atl. San Luis,3,1,Club Leon,Club Leon,1,0.6799999999999999,1.68,3.68,4.89,Club Leon,Club Leon,1
3/2/2021,Puebla,Monterrey,0,0,Draw,Monterrey,0,-1,3.99,3.37,1.92,Monterrey,Monterrey,1
5/2/2021,Atl. San Luis,Club Tijuana,2,2,Draw,Club Tijuana,0,-1,2.06,3.41,3.43,Atl. San Luis,Atl. San Luis,0
5/2/2021,Queretaro,Pachuca,3,1,Queretaro,Draw,0,-1,3.09,3.17,2.32,Pachuca,Queretaro,-1
6/2/2021,Necaxa,Cruz Azul,0,2,Cruz Azul,Cruz Azul,1,0.8500000000000001,4.32,3.34,1.85,Cruz Azul,Cruz Azul,1
6/2/2021,Atlas,Santos Laguna,1,1,Draw,Santos Laguna,0,-1,2.92,3.13,2.45,Santos Laguna,Santos Laguna,1
7/2/2021,Club America,Puebla,1,0,Club America,Club America,1,0.72,1.72,3.57,4.77,Club America,Club America,1
7/2/2021,Monterrey,U.N.A.M.- Pumas,1,0,Monterrey,Monterrey,1,0.45999999999999996,1.46,4.18,6.8,Monterrey,Monterrey,1
7/2/2021,Toluca,Mazatlan FC,4,1,Toluca,Toluca,1,0.8600000000000001,1.86,3.61,3.89,Toluca,Toluca,1
9/2/2021,Club Leon,Guadalajara Chivas,1,3,Guadalajara Chivas,Club Leon,0,-1,1.87,3.41,4.17,Club Leon,Guadalajara Chivas,0
13/2/2021,Puebla,Juarez,4,0,Puebla,Draw,0,-1,2.56,2.87,3.04,Puebla,Puebla,-1
13/2/2021,Club Tijuana,Club Leon,2,0,Club Tijuana,Club Leon,0,-1,2.87,3.4,2.33,Club Leon,Club Tijuana,0
13/2/2021,Mazatlan FC,Atl. San Luis,0,3,Atl. San Luis,Mazatlan FC,0,-1,2.14,3.39,3.24,Mazatlan FC,Atl. San Luis,0
14/2/2021,Guadalajara Chivas,Necaxa,2,2,Draw,Guadalajara Chivas,0,-1,1.78,3.46,4.54,Guadalajara Chivas,Guadalajara Chivas,1
14/2/2021,Club America,Queretaro,2,1,Club America,Club America,1,0.94,1.94,3.34,3.92,Club America,Club America,1
14/2/2021,Toluca,U.N.A.M.- Pumas,1,0,Toluca,Toluca,1,0.8999999999999999,1.9,3.55,3.8,Toluca,Toluca,1
15/2/2021,Santos Laguna,Monterrey,1,0,Santos Laguna,Draw,0,-1,3.23,3.29,2.19,Monterrey,Draw,-1
16/2/2021,Pachuca,Atlas,0,1,Atlas,Draw,0,-1,1.97,3.13,4.13,Pachuca,Draw,-1
18/2/2021,U.A.N.L.- Tigres,Cruz Azul,0,2,Cruz Azul,Cruz Azul,1,2.6,2.07,3.25,3.6,U.A.N.L.- Tigres,Cruz Azul,1
19/2/2021,Atl. San Luis,Santos Laguna,1,0,Atl. San Luis,Santos Laguna,0,-1,2.46,3.15,2.89,Atl. San Luis,Atl. San Luis,0
20/2/2021,Necaxa,Monterrey,1,1,Draw,Monterrey,0,-1,4.16,3.3,1.9,Monterrey,Monterrey,1
20/2/2021,Juarez,Mazatlan FC,1,0,Juarez,Juarez,1,1.17,2.17,3.19,3.36,Juarez,Juarez,1
21/2/2021,Cruz Azul,Toluca,3,2,Cruz Azul,Cruz Azul,1,0.72,1.72,3.7,4.54,Cruz Azul,Cruz Azul,1
21/2/2021,Atlas,Club America,0,2,Club America,Club America,1,1.7599999999999998,2.68,2.98,2.76,Atlas,Club America,1
21/2/2021,U.N.A.M.- Pumas,Club Leon,0,1,Club Leon,Draw,0,-1,3.75,3.52,1.92,Club Leon,Club Leon,-1
21/2/2021,Queretaro,Puebla,1,1,Draw,Puebla,0,-1,2.21,3.16,3.31,Queretaro,Queretaro,0
22/2/2021,U.A.N.L.- Tigres,Club Tijuana,3,2,U.A.N.L.- Tigres,U.A.N.L.- Tigres,1,0.73,1.73,3.63,4.62,U.A.N.L.- Tigres,U.A.N.L.- Tigres,1
23/2/2021,Pachuca,Guadalajara Chivas,1,1,Draw,Guadalajara Chivas,0,-1,2.16,3.1,3.5,Pachuca,Pachuca,0
26/2/2021,Atl. San Luis,U.A.N.L.- Tigres,2,2,Draw,U.A.N.L.- Tigres,0,-1,3.21,3.15,2.26,U.A.N.L.- Tigres,U.A.N.L.- Tigres,1
27/2/2021,Puebla,Necaxa,1,0,Puebla,Puebla,1,1.2400000000000002,2.24,3.07,3.37,Puebla,Puebla,1
27/2/2021,Mazatlan FC,Queretaro,3,0,Mazatlan FC,Queretaro,0,-1,2.29,3.24,3.07,Mazatlan FC,Mazatlan FC,0
27/2/2021,Toluca,Atlas,0,0,Draw,Toluca,0,-1,2.11,3.34,3.37,Toluca,Toluca,1
28/2/2021,Club America,Pachuca,2,0,Club America,Club America,1,1.3199999999999998,2.32,2.97,3.28,Club America,Club America,1
28/2/2021,Club Leon,Cruz Azul,0,1,Cruz Azul,Cruz Azul,1,1.94,2.45,3.11,2.94,Club Leon,Draw,0
28/2/2021,Monterrey,Club Tijuana,1,1,Draw,Monterrey,0,-1,1.64,3.77,5.14,Monterrey,Monterrey,1
1/3/2021,Santos Laguna,Juarez,3,2,Santos Laguna,Santos Laguna,1,0.8300000000000001,1.83,3.39,4.43,Santos Laguna,Santos Laguna,1
1/3/2021,Guadalajara Chivas,U.N.A.M.- Pumas,2,1,Guadalajara Chivas,Guadalajara Chivas,1,0.8600000000000001,1.86,3.35,4.29,Guadalajara Chivas,Guadalajara Chivas,1
2/3/2021,Atlas,Atl. San Luis,3,1,Atlas,Atl. San Luis,0,-1,2.08,3.1,3.75,Atlas,Atlas,0
3/3/2021,U.A.N.L.- Tigres,Toluca,0,1,Toluca,Toluca,1,4.23,1.6,3.93,5.23,U.A.N.L.- Tigres,Draw,0
3/3/2021,Club Leon,Puebla,1,2,Puebla,Draw,0,-1,1.7,3.55,4.98,Club Leon,Draw,-1
4/3/2021,Juarez,Monterrey,1,6,Monterrey,Monterrey,1,0.9199999999999999,3.86,3.44,1.92,Monterrey,Monterrey,1
4/3/2021,Queretaro,Guadalajara Chivas,2,2,Draw,Guadalajara Chivas,0,-1,3.01,3.18,2.36,Guadalajara Chivas,Guadalajara Chivas,1
4/3/2021,Cruz Azul,Mazatlan FC,1,0,Cruz Azul,Cruz Azul,1,0.4099999999999999,1.41,4.38,7.57,Cruz Azul,Cruz Azul,1
4/3/2021,Club Tijuana,Club America,0,2,Club America,Club America,1,1.7400000000000002,2.55,3.18,2.74,Club Tijuana,Club America,1
5/3/2021,Necaxa,Pachuca,2,2,Draw,Draw,1,2.04,3.02,3.04,2.43,Pachuca,Pachuca,-1
5/3/2021,U.N.A.M.- Pumas,Santos Laguna,1,0,U.N.A.M.- Pumas,Santos Laguna,0,-1,3.26,3.14,2.23,Santos Laguna,Draw,0
6/3/2021,Atl. San Luis,Toluca,0,0,Draw,Toluca,0,-1,2.59,3.2,2.68,Atl. San Luis,Atl. San Luis,0
6/3/2021,Puebla,U.A.N.L.- Tigres,1,1,Draw,Puebla,0,-1,3.21,2.98,2.35,U.A.N.L.- Tigres,U.A.N.L.- Tigres,0
6/3/2021,Atlas,Juarez,2,0,Atlas,Atlas,1,0.74,1.74,3.44,4.84,Atlas,Atlas,1
7/3/2021,Club America,Club Leon,2,1,Club America,Club America,1,1.0899999999999999,2.09,3.11,3.67,Club America,Club America,1
7/3/2021,Monterrey,Queretaro,2,1,Monterrey,Monterrey,1,0.3999999999999999,1.4,4.61,7.09,Monterrey,Monterrey,1
7/3/2021,Mazatlan FC,Guadalajara Chivas,1,1,Draw,Guadalajara Chivas,0,-1,3.06,3.07,2.38,Guadalajara Chivas,Guadalajara Chivas,1
8/3/2021,Santos Laguna,Necaxa,3,1,Santos Laguna,Santos Laguna,1,0.5900000000000001,1.59,3.68,5.74,Santos Laguna,Santos Laguna,1
8/3/2021,U.N.A.M.- Pumas,Cruz Azul,0,1,Cruz Azul,Cruz Azul,1,0.6299999999999999,5.41,3.63,1.63,Cruz Azul,Cruz Azul,1
9/3/2021,Pachuca,Club Tijuana,2,1,Pachuca,Club Tijuana,0,-1,2.02,3.23,3.74,Pachuca,Pachuca,0
11/3/2021,Monterrey,Club Leon,1,1,Draw,Monterrey,0,-1,1.63,3.82,5.05,Monterrey,Monterrey,1
13/3/2021,Puebla,Atlas,0,1,Atlas,Draw,0,-1,3.06,2.83,2.55,Atlas,Atlas,-1
13/3/2021,Juarez,U.N.A.M.- Pumas,1,1,Draw,U.N.A.M.- Pumas,0,-1,2.3,3.14,3.13,Juarez,Juarez,0
14/3/2021,U.A.N.L.- Tigres,Mazatlan FC,1,2,Mazatlan FC,U.A.N.L.- Tigres,0,-1,1.48,4.02,6.86,U.A.N.L.- Tigres,Draw,0
14/3/2021,Cruz Azul,Monterrey,1,0,Cruz Azul,Cruz Azul,1,1.25,2.25,3.15,3.21,Cruz Azul,Cruz Azul,1
14/3/2021,Club Tijuana,Santos Laguna,0,1,Santos Laguna,Santos Laguna,1,1.5499999999999998,2.73,3.18,2.55,Santos Laguna,Santos Laguna,1
14/3/2021,Toluca,Pachuca,0,2,Pachuca,Toluca,0,-1,2.75,3.26,2.49,Pachuca,Pachuca,0
15/3/2021,Queretaro,Atl. San Luis,2,1,Queretaro,Atl. San Luis,0,-1,2.24,3.25,3.14,Queretaro,Queretaro,0
15/3/2021,Guadalajara Chivas,Club America,0,3,Club America,Club America,1,1.7799999999999998,2.67,2.96,2.78,Guadalajara Chivas,Club America,1
16/3/2021,Club Leon,Necaxa,3,1,Club Leon,Club Leon,1,0.42999999999999994,1.43,4.3,6.98,Club Leon,Club Leon,1
19/3/2021,Pachuca,U.A.N.L.- Tigres,1,0,Pachuca,Pachuca,1,1.33,2.33,3.1,3.1,Pachuca,Pachuca,1
20/3/2021,Necaxa,Juarez,1,0,Necaxa,Necaxa,1,0.98,1.98,3.29,3.83,Necaxa,Necaxa,1
20/3/2021,Mazatlan FC,Club America,0,1,Club America,Club America,1,1.2400000000000002,3.37,3.06,2.24,Club America,Club America,1
20/3/2021,Atl. San Luis,U.N.A.M.- Pumas,0,1,U.N.A.M.- Pumas,Draw,0,-1,2.44,3.04,3.0,Atl. San Luis,Draw,-1
21/3/2021,Cruz Azul,Atlas,3,2,Cruz Azul,Draw,0,-1,2.17,2.89,3.76,Cruz Azul,Cruz Azul,-1
21/3/2021,Club Tijuana,Queretaro,3,1,Club Tijuana,Queretaro,0,-1,2.04,3.23,3.71,Club Tijuana,Club Tijuana,0
21/3/2021,Toluca,Puebla,4,4,Draw,Draw,1,2.14,2.35,3.14,3.04,Toluca,Toluca,-1
22/3/2021,Santos Laguna,Club Leon,1,2,Club Leon,Santos Laguna,0,-1,2.45,3.18,2.87,Santos Laguna,Draw,0
3/4/2021,Puebla,Mazatlan FC,3,1,Puebla,Puebla,1,0.95,1.95,3.07,4.28,Puebla,Puebla,1
3/4/2021,Juarez,Cruz Azul,0,1,Cruz Azul,Cruz Azul,1,0.8400000000000001,4.31,3.37,1.84,Cruz Azul,Cruz Azul,1
4/4/2021,Atlas,Club Tijuana,1,0,Atlas,Atlas,1,0.73,1.73,3.57,4.68,Atlas,Atlas,1
4/4/2021,Club America,Necaxa,2,1,Club America,Club America,1,0.5800000000000001,1.58,3.81,5.67,Club America,Club America,1
4/4/2021,Monterrey,Atl. San Luis,2,0,Monterrey,Monterrey,1,0.43999999999999995,1.44,4.3,6.83,Monterrey,Monterrey,1
4/4/2021,U.N.A.M.- Pumas,Pachuca,2,2,Draw,Draw,1,2.11,3.6,3.11,2.12,Pachuca,Pachuca,-1
4/4/2021,Guadalajara Chivas,Santos Laguna,1,1,Draw,Santos Laguna,0,-1,2.45,3.13,2.91,Guadalajara Chivas,Guadalajara Chivas,0
5/4/2021,Queretaro,U.A.N.L.- Tigres,0,1,U.A.N.L.- Tigres,U.A.N.L.- Tigres,1,1.15,3.35,3.26,2.15,U.A.N.L.- Tigres,U.A.N.L.- Tigres,1
5/4/2021,Club Leon,Toluca,2,1,Club Leon,Club Leon,1,0.52,1.52,4.17,5.87,Club Leon,Club Leon,1
10/4/2021,Necaxa,U.N.A.M.- Pumas,0,1,U.N.A.M.- Pumas,U.N.A.M.- Pumas,1,2.17,2.27,3.18,3.17,Necaxa,Draw,0
10/4/2021,Juarez,Atl. San Luis,2,1,Juarez,Atl. San Luis,0,-1,2.31,3.22,3.06,Juarez,Juarez,0
10/4/2021,Atlas,Club Leon,1,3,Club Leon,Atlas,0,-1,2.15,3.22,3.38,Atlas,Club Leon,0
11/4/2021,Cruz Azul,Guadalajara Chivas,1,0,Cruz Azul,Cruz Azul,1,0.77,1.77,3.44,4.6,Cruz Azul,Cruz Azul,1
11/4/2021,U.A.N.L.- Tigres,Club America,1,3,Club America,Club America,1,2.21,2.24,3.21,3.21,U.A.N.L.- Tigres,Club America,1
11/4/2021,Toluca,Monterrey,1,2,Monterrey,Monterrey,1,0.8999999999999999,3.9,3.44,1.9,Monterrey,Monterrey,1
12/4/2021,Queretaro,Santos Laguna,1,0,Queretaro,Santos Laguna,0,-1,2.5,3.22,2.76,Queretaro,Queretaro,0
12/4/2021,Club Tijuana,Mazatlan FC,2,3,Mazatlan FC,Club Tijuana,0,-1,1.86,3.51,4.07,Club Tijuana,Draw,0
13/4/2021,Pachuca,Puebla,1,3,Puebla,Puebla,1,2.89,1.99,3.22,3.89,Pachuca,Puebla,1
15/4/2021,Juarez,U.A.N.L.- Tigres,2,3,U.A.N.L.- Tigres,U.A.N.L.- Tigres,1,0.94,4.03,3.27,1.94,U.A.N.L.- Tigres,U.A.N.L.- Tigres,1
17/4/2021,Necaxa,Queretaro,0,0,Draw,Queretaro,0,-1,2.51,3.23,2.76,Necaxa,Necaxa,0
17/4/2021,Mazatlan FC,Atlas,0,0,Draw,Atlas,0,-1,3.5,3.17,2.13,Atlas,Atlas,1
17/4/2021,Atl. San Luis,Puebla,1,4,Puebla,Puebla,1,1.46,2.9,3.13,2.46,Puebla,Puebla,1
18/4/2021,Guadalajara Chivas,Club Tijuana,2,0,Guadalajara Chivas,Guadalajara Chivas,1,0.78,1.78,3.53,4.4,Guadalajara Chivas,Guadalajara Chivas,1
18/4/2021,Club America,Cruz Azul,1,1,Draw,Draw,1,1.9700000000000002,2.71,2.97,2.73,Club America,Club America,-1
18/4/2021,U.N.A.M.- Pumas,U.A.N.L.- Tigres,0,0,Draw,U.N.A.M.- Pumas,0,-1,3.29,3.24,2.18,U.A.N.L.- Tigres,U.A.N.L.- Tigres,0
19/4/2021,Santos Laguna,Toluca,3,1,Santos Laguna,Toluca,0,-1,1.76,3.73,4.25,Santos Laguna,Santos Laguna,0
19/4/2021,Monterrey,Pachuca,0,1,Pachuca,Monterrey,0,-1,1.56,4.01,5.52,Monterrey,Draw,0
20/4/2021,Club Leon,Juarez,2,0,Club Leon,Club Leon,1,0.3600000000000001,1.36,4.9,7.64,Club Leon,Club Leon,1
22/4/2021,Monterrey,Guadalajara Chivas,1,2,Guadalajara Chivas,Monterrey,0,-1,1.55,3.95,5.79,Monterrey,Draw,0
24/4/2021,Puebla,U.N.A.M.- Pumas,0,0,Draw,Puebla,0,-1,1.88,3.45,4.03,Puebla,Puebla,1
24/4/2021,Club Tijuana,Necaxa,1,0,Club Tijuana,Club Tijuana,1,0.9199999999999999,1.92,3.64,3.68,Club Tijuana,Club Tijuana,1
24/4/2021,Mazatlan FC,Club Leon,4,3,Mazatlan FC,Club Leon,0,-1,3.91,3.69,1.85,Club Leon,Draw,0
24/4/2021,Cruz Azul,Atl. San Luis,3,2,Cruz Azul,Cruz Azul,1,0.44999999999999996,1.45,4.24,6.8,Cruz Azul,Cruz Azul,1
25/4/2021,Atlas,Guadalajara Chivas,0,1,Guadalajara Chivas,Guadalajara Chivas,1,2.3,2.23,3.13,3.3,Atlas,Draw,0
25/4/2021,U.A.N.L.- Tigres,Monterrey,2,1,U.A.N.L.- Tigres,Monterrey,0,-1,2.77,3.17,2.54,Monterrey,Draw,0
25/4/2021,Toluca,Club America,3,1,Toluca,Club America,0,-1,3.03,3.23,2.32,Club America,Toluca,0
26/4/2021,Queretaro,Juarez,1,0,Queretaro,Queretaro,1,0.6799999999999999,1.68,3.77,4.82,Queretaro,Queretaro,1
27/4/2021,Pachuca,Santos Laguna,1,0,Pachuca,Pachuca,1,1.19,2.19,3.34,3.17,Pachuca,Pachuca,1
30/4/2021,Atl. San Luis,Pachuca,1,5,Pachuca,Pachuca,1,0.97,3.7,3.45,1.97,Pachuca,Pachuca,1
1/5/2021,Necaxa,Atlas,1,5,Atlas,Atlas,1,1.0699999999999998,3.76,3.11,2.07,Atlas,Atlas,1
1/5/2021,Juarez,Toluca,1,0,Juarez,Toluca,0,-1,2.53,3.5,2.57,Juarez,Juarez,0
1/5/2021,Club Leon,Queretaro,2,1,Club Leon,Club Leon,1,0.75,1.75,3.61,4.48,Club Leon,Club Leon,1
1/5/2021,Guadalajara Chivas,U.A.N.L.- Tigres,0,0,Draw,Guadalajara Chivas,0,-1,2.37,2.9,3.32,Guadalajara Chivas,Guadalajara Chivas,1
2/5/2021,Cruz Azul,Club Tijuana,1,1,Draw,Cruz Azul,0,-1,1.76,3.74,4.23,Cruz Azul,Cruz Azul,1
